1, 47.0
2, 41.0
3, 43.0
4, 42.0
5, 43.0
1, 47.0
2, 41.0
3, 43.0
4, 42.0
1, 42.0
2, 46.0
1, 42.0
2, 46.0
3, 45.0
4, 43.0
5, 43.0
6, 44.0
7, 44.0
8, 47.0
9, 45.0
10, 48.0
11, 45.0
12, 43.0
13, 51.0
14, 51.0
15, 51.0
16, 50.0
17, 49.0
18, 52.0
19, 53.0
20, 52.0
21, 52.0
22, 48.0
23, 50.0
24, 51.0
25, 53.0
26, 51.0
27, 48.0
28, 49.0
29, 53.0
30, 51.0
31, 53.0
32, 52.0
33, 52.0
34, 54.0
35, 53.0
36, 53.0
37, 52.0
38, 52.0
39, 53.0
40, 54.0
41, 54.0
42, 55.0
43, 55.0
44, 55.0
45, 56.0
46, 55.0
47, 55.0
48, 55.0
49, 56.0
50, 56.0
51, 56.0
52, 57.0
53, 56.0
54, 57.0
55, 57.0
56, 57.0
57, 57.0
58, 58.0
59, 57.0
60, 58.0
61, 58.0
62, 58.0
63, 58.0
64, 58.0
65, 58.0
66, 58.0
67, 58.0
68, 59.0
69, 59.0
70, 59.0
71, 59.0
72, 59.0
73, 59.0
74, 59.0
75, 60.0
76, 60.0
77, 59.0
78, 60.0
79, 60.0
80, 59.0
81, 59.0
82, 59.0
83, 60.0
84, 60.0
85, 60.0
86, 60.0
87, 60.0
88, 59.0
89, 60.0
90, 60.0
91, 60.0
92, 60.0
93, 60.0
94, 60.0
95, 60.0
96, 60.0
1, 44.0
2, 44.0
1, 44.0
2, 44.0
3, 49.0
4, 44.0
5, 44.0
6, 42.0
7, 43.0
8, 47.0
9, 43.0
10, 47.0
11, 43.0
12, 44.0
13, 45.0
14, 45.0
15, 44.0
16, 46.0
17, 44.0
18, 47.0
19, 47.0
20, 48.0
21, 50.0
22, 50.0
23, 50.0
24, 49.0
25, 50.0
26, 49.0
27, 50.0
28, 49.0
29, 52.0
30, 49.0
31, 52.0
32, 51.0
33, 52.0
34, 53.0
35, 52.0
36, 52.0
37, 51.0
38, 54.0
39, 54.0
40, 53.0
41, 55.0
42, 55.0
43, 55.0
44, 56.0
45, 57.0
46, 55.0
47, 56.0
48, 57.0
49, 56.0
50, 57.0
51, 57.0
52, 57.0
53, 58.0
54, 57.0
55, 57.0
56, 58.0
57, 58.0
58, 58.0
59, 58.0
60, 58.0
61, 58.0
62, 58.0
63, 58.0
64, 59.0
65, 60.0
66, 59.0
67, 59.0
68, 58.0
69, 59.0
70, 58.0
71, 59.0
72, 60.0
73, 59.0
1, 44.0
2, 44.0
3, 49.0
4, 44.0
5, 44.0
6, 42.0
7, 43.0
8, 47.0
9, 43.0
10, 47.0
11, 43.0
12, 44.0
13, 45.0
14, 45.0
15, 44.0
16, 46.0
17, 44.0
18, 47.0
19, 47.0
20, 48.0
21, 50.0
22, 50.0
23, 50.0
24, 49.0
25, 50.0
26, 49.0
27, 50.0
28, 49.0
29, 52.0
30, 49.0
31, 52.0
32, 51.0
33, 52.0
34, 53.0
35, 52.0
36, 52.0
37, 51.0
38, 54.0
39, 54.0
40, 53.0
41, 55.0
42, 55.0
43, 55.0
44, 56.0
45, 57.0
46, 55.0
47, 56.0
48, 57.0
49, 56.0
50, 57.0
51, 57.0
52, 57.0
53, 58.0
54, 57.0
55, 57.0
56, 58.0
57, 58.0
58, 58.0
59, 58.0
60, 58.0
61, 58.0
62, 58.0
63, 58.0
64, 59.0
65, 60.0
66, 59.0
67, 59.0
68, 58.0
69, 59.0
70, 58.0
71, 59.0
72, 60.0
73, 59.0
74, 59.0
75, 59.0
76, 58.0
77, 59.0
78, 60.0
79, 60.0
80, 59.0
81, 60.0
82, 59.0
83, 59.0
84, 60.0
85, 60.0
86, 60.0
87, 60.0
88, 60.0
89, 60.0
90, 60.0
91, 60.0
92, 61.0
93, 60.0
94, 60.0
95, 60.0
96, 60.0
97, 60.0
98, 60.0
99, 60.0
100, 60.0
101, 60.0
102, 60.0
103, 60.0
104, 60.0
105, 60.0
106, 60.0
107, 60.0
108, 60.0
109, 60.0
110, 60.0
111, 60.0
112, 60.0
113, 60.0
114, 60.0
115, 60.0
116, 60.0
117, 60.0
118, 60.0
119, 60.0
120, 60.0
121, 60.0
122, 60.0
123, 60.0
124, 60.0
125, 60.0
126, 60.0
127, 60.0
128, 60.0
129, 60.0
130, 60.0
131, 60.0
132, 61.0
133, 60.0
134, 60.0
135, 60.0
136, 60.0
137, 60.0
138, 60.0
139, 60.0
140, 60.0
141, 60.0
142, 60.0
143, 60.0
144, 60.0
145, 60.0
146, 60.0
147, 60.0
148, 60.0
149, 60.0
150, 60.0
151, 60.0
152, 60.0
153, 60.0
154, 60.0
155, 60.0
156, 60.0
157, 60.0
158, 60.0
159, 60.0
160, 60.0
161, 60.0
162, 60.0
163, 60.0
164, 60.0
165, 60.0
166, 60.0
167, 60.0
168, 60.0
169, 60.0
170, 60.0
171, 60.0
172, 60.0
173, 60.0
174, 60.0
175, 60.0
176, 60.0
177, 60.0
178, 60.0
179, 60.0
180, 60.0
181, 60.0
182, 60.0
183, 60.0
184, 60.0
185, 60.0
186, 60.0
187, 60.0
188, 60.0
189, 60.0
190, 60.0
191, 60.0
192, 60.0
193, 60.0
194, 60.0
195, 60.0
196, 60.0
197, 60.0
198, 60.0
199, 60.0
200, 60.0
201, 60.0
202, 60.0
203, 60.0
204, 60.0
205, 60.0
206, 60.0
207, 60.0
208, 60.0
209, 60.0
210, 60.0
211, 60.0
212, 60.0
213, 60.0
214, 60.0
215, 60.0
216, 60.0
217, 60.0
218, 60.0
219, 60.0
220, 60.0
221, 60.0
222, 60.0
223, 60.0
224, 60.0
225, 60.0
226, 60.0
227, 60.0
228, 60.0
